date_id,year,month,day,day_of_week,day_name,month_name,quarter
2020-02-09,2020,2,9,6,Sunday,February,1
2020-02-10,2020,2,10,0,Monday,February,1
2020-02-11,2020,2,11,1,Tuesday,February,1
2020-02-12,2020,2,12,2,Wednesday,February,1
2020-02-13,2020,2,13,3,Thursday,February,1
2020-02-14,2020,2,14,4,Friday,February,1
2020-02-15,2020,2,15,5,Saturday,February,1
2020-02-16,2020,2,16,6,Sunday,February,1
2020-02-17,2020,2,17,0,Monday,February,1
2020-02-18,2020,2,18,1,Tuesday,February,1
2020-02-19,2020,2,19,2,Wednesday,February,1
2020-02-20,2020,2,20,3,Thursday,February,1
2020-02-21,2020,2,21,4,Friday,February,1
2020-02-22,2020,2,22,5,Saturday,February,1
2020-02-23,2020,2,23,6,Sunday,February,1
2020-02-24,2020,2,24,0,Monday,February,1
2020-02-25,2020,2,25,1,Tuesday,February,1
2020-02-26,2020,2,26,2,Wednesday,February,1
2020-02-27,2020,2,27,3,Thursday,February,1
2020-02-28,2020,2,28,4,Friday,February,1
2020-02-29,2020,2,29,5,Saturday,February,1
2020-03-01,2020,3,1,6,Sunday,March,1
2020-03-02,2020,3,2,0,Monday,March,1
2020-03-03,2020,3,3,1,Tuesday,March,1
2020-03-04,2020,3,4,2,Wednesday,March,1
2020-03-05,2020,3,5,3,Thursday,March,1
2020-03-06,2020,3,6,4,Friday,March,1
2020-03-07,2020,3,7,5,Saturday,March,1
2020-03-08,2020,3,8,6,Sunday,March,1
2020-03-09,2020,3,9,0,Monday,March,1
2020-03-10,2020,3,10,1,Tuesday,March,1
2020-03-11,2020,3,11,2,Wednesday,March,1
2020-03-12,2020,3,12,3,Thursday,March,1
2020-03-13,2020,3,13,4,Friday,March,1
2020-03-14,2020,3,14,5,Saturday,March,1
2020-03-15,2020,3,15,6,Sunday,March,1
2020-03-16,2020,3,16,0,Monday,March,1
2020-03-17,2020,3,17,1,Tuesday,March,1
2020-03-18,2020,3,18,2,Wednesday,March,1
2020-03-19,2020,3,19,3,Thursday,March,1
2020-03-20,2020,3,20,4,Friday,March,1
2020-03-21,2020,3,21,5,Saturday,March,1
2020-03-22,2020,3,22,6,Sunday,March,1
2020-03-23,2020,3,23,0,Monday,March,1
2020-03-24,2020,3,24,1,Tuesday,March,1
2020-03-25,2020,3,25,2,Wednesday,March,1
2020-03-26,2020,3,26,3,Thursday,March,1
2020-03-27,2020,3,27,4,Friday,March,1
2020-03-28,2020,3,28,5,Saturday,March,1
2020-03-29,2020,3,29,6,Sunday,March,1
2020-03-30,2020,3,30,0,Monday,March,1
2020-03-31,2020,3,31,1,Tuesday,March,1
2020-04-01,2020,4,1,2,Wednesday,April,2
2020-04-02,2020,4,2,3,Thursday,April,2
2020-04-03,2020,4,3,4,Friday,April,2
2020-04-04,2020,4,4,5,Saturday,April,2
2020-04-05,2020,4,5,6,Sunday,April,2
2020-04-06,2020,4,6,0,Monday,April,2
2020-04-07,2020,4,7,1,Tuesday,April,2
2020-04-08,2020,4,8,2,Wednesday,April,2
2020-04-09,2020,4,9,3,Thursday,April,2
2020-04-10,2020,4,10,4,Friday,April,2
2020-04-11,2020,4,11,5,Saturday,April,2
2020-04-12,2020,4,12,6,Sunday,April,2
2020-04-13,2020,4,13,0,Monday,April,2
2020-04-14,2020,4,14,1,Tuesday,April,2
2020-04-15,2020,4,15,2,Wednesday,April,2
2020-04-16,2020,4,16,3,Thursday,April,2
2020-04-17,2020,4,17,4,Friday,April,2
2020-04-18,2020,4,18,5,Saturday,April,2
2020-04-19,2020,4,19,6,Sunday,April,2
2020-04-20,2020,4,20,0,Monday,April,2
2020-04-21,2020,4,21,1,Tuesday,April,2
2020-04-22,2020,4,22,2,Wednesday,April,2
2020-04-23,2020,4,23,3,Thursday,April,2
2020-04-24,2020,4,24,4,Friday,April,2
2020-04-25,2020,4,25,5,Saturday,April,2
2020-04-26,2020,4,26,6,Sunday,April,2
2020-04-27,2020,4,27,0,Monday,April,2
2020-04-28,2020,4,28,1,Tuesday,April,2
2020-04-29,2020,4,29,2,Wednesday,April,2
2020-04-30,2020,4,30,3,Thursday,April,2
2020-05-01,2020,5,1,4,Friday,May,2
2020-05-02,2020,5,2,5,Saturday,May,2
2020-05-03,2020,5,3,6,Sunday,May,2
2020-05-04,2020,5,4,0,Monday,May,2
2020-05-05,2020,5,5,1,Tuesday,May,2
2020-05-06,2020,5,6,2,Wednesday,May,2
2020-05-07,2020,5,7,3,Thursday,May,2
2020-05-08,2020,5,8,4,Friday,May,2
2020-05-09,2020,5,9,5,Saturday,May,2
2020-05-10,2020,5,10,6,Sunday,May,2
2020-05-11,2020,5,11,0,Monday,May,2
2020-05-12,2020,5,12,1,Tuesday,May,2
2020-05-13,2020,5,13,2,Wednesday,May,2
2020-05-14,2020,5,14,3,Thursday,May,2
2020-05-15,2020,5,15,4,Friday,May,2
2020-05-16,2020,5,16,5,Saturday,May,2
2020-05-17,2020,5,17,6,Sunday,May,2
2020-05-18,2020,5,18,0,Monday,May,2
2020-05-19,2020,5,19,1,Tuesday,May,2
2020-05-20,2020,5,20,2,Wednesday,May,2
2020-05-21,2020,5,21,3,Thursday,May,2
2020-05-22,2020,5,22,4,Friday,May,2
2020-05-23,2020,5,23,5,Saturday,May,2
2020-05-24,2020,5,24,6,Sunday,May,2
2020-05-25,2020,5,25,0,Monday,May,2
2020-05-26,2020,5,26,1,Tuesday,May,2
2020-05-27,2020,5,27,2,Wednesday,May,2
2020-05-28,2020,5,28,3,Thursday,May,2
2020-05-29,2020,5,29,4,Friday,May,2
2020-05-30,2020,5,30,5,Saturday,May,2
2020-05-31,2020,5,31,6,Sunday,May,2
2020-06-01,2020,6,1,0,Monday,June,2
2020-06-02,2020,6,2,1,Tuesday,June,2
2020-06-03,2020,6,3,2,Wednesday,June,2
2020-06-04,2020,6,4,3,Thursday,June,2
2020-06-05,2020,6,5,4,Friday,June,2
2020-06-06,2020,6,6,5,Saturday,June,2
2020-06-07,2020,6,7,6,Sunday,June,2
2020-06-08,2020,6,8,0,Monday,June,2
2020-06-09,2020,6,9,1,Tuesday,June,2
2020-06-10,2020,6,10,2,Wednesday,June,2
2020-06-11,2020,6,11,3,Thursday,June,2
2020-06-12,2020,6,12,4,Friday,June,2
2020-06-13,2020,6,13,5,Saturday,June,2
2020-06-14,2020,6,14,6,Sunday,June,2
2020-06-15,2020,6,15,0,Monday,June,2
2020-06-16,2020,6,16,1,Tuesday,June,2
2020-06-17,2020,6,17,2,Wednesday,June,2
2020-06-18,2020,6,18,3,Thursday,June,2
2020-06-19,2020,6,19,4,Friday,June,2
2020-06-20,2020,6,20,5,Saturday,June,2
2020-06-21,2020,6,21,6,Sunday,June,2
2020-06-22,2020,6,22,0,Monday,June,2
2020-06-23,2020,6,23,1,Tuesday,June,2
2020-06-24,2020,6,24,2,Wednesday,June,2
2020-06-25,2020,6,25,3,Thursday,June,2
2020-06-26,2020,6,26,4,Friday,June,2
2020-06-27,2020,6,27,5,Saturday,June,2
2020-06-28,2020,6,28,6,Sunday,June,2
2020-06-29,2020,6,29,0,Monday,June,2
2020-06-30,2020,6,30,1,Tuesday,June,2
2020-07-01,2020,7,1,2,Wednesday,July,3
2020-07-02,2020,7,2,3,Thursday,July,3
2020-07-03,2020,7,3,4,Friday,July,3
2020-07-04,2020,7,4,5,Saturday,July,3
2020-07-05,2020,7,5,6,Sunday,July,3
2020-07-06,2020,7,6,0,Monday,July,3
2020-07-07,2020,7,7,1,Tuesday,July,3
2020-07-08,2020,7,8,2,Wednesday,July,3
2020-07-09,2020,7,9,3,Thursday,July,3
2020-07-10,2020,7,10,4,Friday,July,3
2020-07-11,2020,7,11,5,Saturday,July,3
2020-07-12,2020,7,12,6,Sunday,July,3
2020-07-13,2020,7,13,0,Monday,July,3
2020-07-14,2020,7,14,1,Tuesday,July,3
2020-07-15,2020,7,15,2,Wednesday,July,3
2020-07-16,2020,7,16,3,Thursday,July,3
2020-07-17,2020,7,17,4,Friday,July,3
2020-07-18,2020,7,18,5,Saturday,July,3
2020-07-19,2020,7,19,6,Sunday,July,3
2020-07-20,2020,7,20,0,Monday,July,3
2020-07-21,2020,7,21,1,Tuesday,July,3
2020-07-22,2020,7,22,2,Wednesday,July,3
2020-07-23,2020,7,23,3,Thursday,July,3
2020-07-24,2020,7,24,4,Friday,July,3
2020-07-25,2020,7,25,5,Saturday,July,3
2020-07-26,2020,7,26,6,Sunday,July,3
2020-07-27,2020,7,27,0,Monday,July,3
2020-07-28,2020,7,28,1,Tuesday,July,3
2020-07-29,2020,7,29,2,Wednesday,July,3
2020-07-30,2020,7,30,3,Thursday,July,3
2020-07-31,2020,7,31,4,Friday,July,3
2020-08-01,2020,8,1,5,Saturday,August,3
2020-08-02,2020,8,2,6,Sunday,August,3
2020-08-03,2020,8,3,0,Monday,August,3
2020-08-04,2020,8,4,1,Tuesday,August,3
2020-08-05,2020,8,5,2,Wednesday,August,3
2020-08-06,2020,8,6,3,Thursday,August,3
2020-08-07,2020,8,7,4,Friday,August,3
2020-08-08,2020,8,8,5,Saturday,August,3
2020-08-09,2020,8,9,6,Sunday,August,3
2020-08-10,2020,8,10,0,Monday,August,3
2020-08-11,2020,8,11,1,Tuesday,August,3
2020-08-12,2020,8,12,2,Wednesday,August,3
2020-08-13,2020,8,13,3,Thursday,August,3
2020-08-14,2020,8,14,4,Friday,August,3
2020-08-15,2020,8,15,5,Saturday,August,3
2020-08-16,2020,8,16,6,Sunday,August,3
2020-08-17,2020,8,17,0,Monday,August,3
2020-08-18,2020,8,18,1,Tuesday,August,3
2020-08-19,2020,8,19,2,Wednesday,August,3
2020-08-20,2020,8,20,3,Thursday,August,3
2020-08-21,2020,8,21,4,Friday,August,3
2020-08-22,2020,8,22,5,Saturday,August,3
2020-08-23,2020,8,23,6,Sunday,August,3
2020-08-24,2020,8,24,0,Monday,August,3
2020-08-25,2020,8,25,1,Tuesday,August,3
2020-08-26,2020,8,26,2,Wednesday,August,3
2020-08-27,2020,8,27,3,Thursday,August,3
2020-08-28,2020,8,28,4,Friday,August,3
2020-08-29,2020,8,29,5,Saturday,August,3
2020-08-30,2020,8,30,6,Sunday,August,3
2020-08-31,2020,8,31,0,Monday,August,3
2020-09-01,2020,9,1,1,Tuesday,September,3
2020-09-02,2020,9,2,2,Wednesday,September,3
2020-09-03,2020,9,3,3,Thursday,September,3
2020-09-04,2020,9,4,4,Friday,September,3
2020-09-05,2020,9,5,5,Saturday,September,3
2020-09-06,2020,9,6,6,Sunday,September,3
2020-09-07,2020,9,7,0,Monday,September,3
2020-09-08,2020,9,8,1,Tuesday,September,3
2020-09-09,2020,9,9,2,Wednesday,September,3
2020-09-10,2020,9,10,3,Thursday,September,3
2020-09-11,2020,9,11,4,Friday,September,3
2020-09-12,2020,9,12,5,Saturday,September,3
2020-09-13,2020,9,13,6,Sunday,September,3
2020-09-14,2020,9,14,0,Monday,September,3
2020-09-15,2020,9,15,1,Tuesday,September,3
2020-09-16,2020,9,16,2,Wednesday,September,3
2020-09-17,2020,9,17,3,Thursday,September,3
2020-09-18,2020,9,18,4,Friday,September,3
2020-09-19,2020,9,19,5,Saturday,September,3
2020-09-20,2020,9,20,6,Sunday,September,3
2020-09-21,2020,9,21,0,Monday,September,3
2020-09-22,2020,9,22,1,Tuesday,September,3
2020-09-23,2020,9,23,2,Wednesday,September,3
2020-09-24,2020,9,24,3,Thursday,September,3
2020-09-25,2020,9,25,4,Friday,September,3
2020-09-26,2020,9,26,5,Saturday,September,3
2020-09-27,2020,9,27,6,Sunday,September,3
2020-09-28,2020,9,28,0,Monday,September,3
2020-09-29,2020,9,29,1,Tuesday,September,3
2020-09-30,2020,9,30,2,Wednesday,September,3
2020-10-01,2020,10,1,3,Thursday,October,4
2020-10-02,2020,10,2,4,Friday,October,4
2020-10-03,2020,10,3,5,Saturday,October,4
2020-10-04,2020,10,4,6,Sunday,October,4
2020-10-05,2020,10,5,0,Monday,October,4
2020-10-06,2020,10,6,1,Tuesday,October,4
2020-10-07,2020,10,7,2,Wednesday,October,4
2020-10-08,2020,10,8,3,Thursday,October,4
2020-10-09,2020,10,9,4,Friday,October,4
2020-10-10,2020,10,10,5,Saturday,October,4
2020-10-11,2020,10,11,6,Sunday,October,4
2020-10-12,2020,10,12,0,Monday,October,4
2020-10-13,2020,10,13,1,Tuesday,October,4
2020-10-14,2020,10,14,2,Wednesday,October,4
2020-10-15,2020,10,15,3,Thursday,October,4
2020-10-16,2020,10,16,4,Friday,October,4
2020-10-17,2020,10,17,5,Saturday,October,4
2020-10-18,2020,10,18,6,Sunday,October,4
2020-10-19,2020,10,19,0,Monday,October,4
2020-10-20,2020,10,20,1,Tuesday,October,4
2020-10-21,2020,10,21,2,Wednesday,October,4
2020-10-22,2020,10,22,3,Thursday,October,4
2020-10-23,2020,10,23,4,Friday,October,4
2020-10-24,2020,10,24,5,Saturday,October,4
2020-10-25,2020,10,25,6,Sunday,October,4
2020-10-26,2020,10,26,0,Monday,October,4
2020-10-27,2020,10,27,1,Tuesday,October,4
2020-10-28,2020,10,28,2,Wednesday,October,4
2020-10-29,2020,10,29,3,Thursday,October,4
2020-10-30,2020,10,30,4,Friday,October,4
2020-10-31,2020,10,31,5,Saturday,October,4
2020-11-01,2020,11,1,6,Sunday,November,4
2020-11-02,2020,11,2,0,Monday,November,4
2020-11-03,2020,11,3,1,Tuesday,November,4
2020-11-04,2020,11,4,2,Wednesday,November,4
2020-11-05,2020,11,5,3,Thursday,November,4
2020-11-06,2020,11,6,4,Friday,November,4
2020-11-07,2020,11,7,5,Saturday,November,4
2020-11-08,2020,11,8,6,Sunday,November,4
2020-11-09,2020,11,9,0,Monday,November,4
2020-11-10,2020,11,10,1,Tuesday,November,4
2020-11-11,2020,11,11,2,Wednesday,November,4
2020-11-12,2020,11,12,3,Thursday,November,4
2020-11-13,2020,11,13,4,Friday,November,4
2020-11-14,2020,11,14,5,Saturday,November,4
2020-11-15,2020,11,15,6,Sunday,November,4
2020-11-16,2020,11,16,0,Monday,November,4
2020-11-17,2020,11,17,1,Tuesday,November,4
2020-11-18,2020,11,18,2,Wednesday,November,4
2020-11-19,2020,11,19,3,Thursday,November,4
2020-11-20,2020,11,20,4,Friday,November,4
2020-11-21,2020,11,21,5,Saturday,November,4
2020-11-22,2020,11,22,6,Sunday,November,4
2020-11-23,2020,11,23,0,Monday,November,4
2020-11-24,2020,11,24,1,Tuesday,November,4
2020-11-25,2020,11,25,2,Wednesday,November,4
2020-11-26,2020,11,26,3,Thursday,November,4
2020-11-27,2020,11,27,4,Friday,November,4
2020-11-28,2020,11,28,5,Saturday,November,4
2020-11-29,2020,11,29,6,Sunday,November,4
2020-11-30,2020,11,30,0,Monday,November,4
2020-12-01,2020,12,1,1,Tuesday,December,4
2020-12-02,2020,12,2,2,Wednesday,December,4
2020-12-03,2020,12,3,3,Thursday,December,4
2020-12-04,2020,12,4,4,Friday,December,4
2020-12-05,2020,12,5,5,Saturday,December,4
2020-12-06,2020,12,6,6,Sunday,December,4
2020-12-07,2020,12,7,0,Monday,December,4
2020-12-08,2020,12,8,1,Tuesday,December,4
2020-12-09,2020,12,9,2,Wednesday,December,4
2020-12-10,2020,12,10,3,Thursday,December,4
2020-12-11,2020,12,11,4,Friday,December,4
2020-12-12,2020,12,12,5,Saturday,December,4
2020-12-13,2020,12,13,6,Sunday,December,4
2020-12-14,2020,12,14,0,Monday,December,4
2020-12-15,2020,12,15,1,Tuesday,December,4
2020-12-16,2020,12,16,2,Wednesday,December,4
2020-12-17,2020,12,17,3,Thursday,December,4
2020-12-18,2020,12,18,4,Friday,December,4
2020-12-19,2020,12,19,5,Saturday,December,4
2020-12-20,2020,12,20,6,Sunday,December,4
2020-12-21,2020,12,21,0,Monday,December,4
2020-12-22,2020,12,22,1,Tuesday,December,4
2020-12-23,2020,12,23,2,Wednesday,December,4
2020-12-24,2020,12,24,3,Thursday,December,4
2020-12-25,2020,12,25,4,Friday,December,4
2020-12-26,2020,12,26,5,Saturday,December,4
2020-12-27,2020,12,27,6,Sunday,December,4
2020-12-28,2020,12,28,0,Monday,December,4
2020-12-29,2020,12,29,1,Tuesday,December,4
2020-12-30,2020,12,30,2,Wednesday,December,4
2020-12-31,2020,12,31,3,Thursday,December,4
2021-01-01,2021,1,1,4,Friday,January,1
2021-01-02,2021,1,2,5,Saturday,January,1
2021-01-03,2021,1,3,6,Sunday,January,1
2021-01-04,2021,1,4,0,Monday,January,1
2021-01-05,2021,1,5,1,Tuesday,January,1
2021-01-06,2021,1,6,2,Wednesday,January,1
2021-01-07,2021,1,7,3,Thursday,January,1
2021-01-08,2021,1,8,4,Friday,January,1
2021-01-09,2021,1,9,5,Saturday,January,1
2021-01-10,2021,1,10,6,Sunday,January,1
2021-01-11,2021,1,11,0,Monday,January,1
2021-01-12,2021,1,12,1,Tuesday,January,1
2021-01-13,2021,1,13,2,Wednesday,January,1
2021-01-14,2021,1,14,3,Thursday,January,1
2021-01-15,2021,1,15,4,Friday,January,1
2021-01-16,2021,1,16,5,Saturday,January,1
2021-01-17,2021,1,17,6,Sunday,January,1
2021-01-18,2021,1,18,0,Monday,January,1
2021-01-19,2021,1,19,1,Tuesday,January,1
2021-01-20,2021,1,20,2,Wednesday,January,1
2021-01-21,2021,1,21,3,Thursday,January,1
2021-01-22,2021,1,22,4,Friday,January,1
2021-01-23,2021,1,23,5,Saturday,January,1
2021-01-24,2021,1,24,6,Sunday,January,1
2021-01-25,2021,1,25,0,Monday,January,1
2021-01-26,2021,1,26,1,Tuesday,January,1
2021-01-27,2021,1,27,2,Wednesday,January,1
2021-01-28,2021,1,28,3,Thursday,January,1
2021-01-29,2021,1,29,4,Friday,January,1
2021-01-30,2021,1,30,5,Saturday,January,1
2021-01-31,2021,1,31,6,Sunday,January,1
2021-02-01,2021,2,1,0,Monday,February,1
2021-02-02,2021,2,2,1,Tuesday,February,1
2021-02-03,2021,2,3,2,Wednesday,February,1
2021-02-04,2021,2,4,3,Thursday,February,1
2021-02-05,2021,2,5,4,Friday,February,1
2021-02-06,2021,2,6,5,Saturday,February,1
2021-02-07,2021,2,7,6,Sunday,February,1
2021-02-08,2021,2,8,0,Monday,February,1
2021-02-09,2021,2,9,1,Tuesday,February,1
2021-02-10,2021,2,10,2,Wednesday,February,1
2021-02-11,2021,2,11,3,Thursday,February,1
2021-02-12,2021,2,12,4,Friday,February,1
2021-02-13,2021,2,13,5,Saturday,February,1
2021-02-14,2021,2,14,6,Sunday,February,1
2021-02-15,2021,2,15,0,Monday,February,1
2021-02-16,2021,2,16,1,Tuesday,February,1
2021-02-17,2021,2,17,2,Wednesday,February,1
2021-02-18,2021,2,18,3,Thursday,February,1
2021-02-19,2021,2,19,4,Friday,February,1
2021-02-20,2021,2,20,5,Saturday,February,1
2021-02-21,2021,2,21,6,Sunday,February,1
2021-02-22,2021,2,22,0,Monday,February,1
2021-02-23,2021,2,23,1,Tuesday,February,1
2021-02-24,2021,2,24,2,Wednesday,February,1
2021-02-25,2021,2,25,3,Thursday,February,1
2021-02-26,2021,2,26,4,Friday,February,1
2021-02-27,2021,2,27,5,Saturday,February,1
2021-02-28,2021,2,28,6,Sunday,February,1
2021-03-01,2021,3,1,0,Monday,March,1
2021-03-02,2021,3,2,1,Tuesday,March,1
2021-03-03,2021,3,3,2,Wednesday,March,1
2021-03-04,2021,3,4,3,Thursday,March,1
2021-03-05,2021,3,5,4,Friday,March,1
2021-03-06,2021,3,6,5,Saturday,March,1
2021-03-07,2021,3,7,6,Sunday,March,1
2021-03-08,2021,3,8,0,Monday,March,1
2021-03-09,2021,3,9,1,Tuesday,March,1
2021-03-10,2021,3,10,2,Wednesday,March,1
2021-03-11,2021,3,11,3,Thursday,March,1
2021-03-12,2021,3,12,4,Friday,March,1
2021-03-13,2021,3,13,5,Saturday,March,1
2021-03-14,2021,3,14,6,Sunday,March,1
2021-03-15,2021,3,15,0,Monday,March,1
2021-03-16,2021,3,16,1,Tuesday,March,1
2021-03-17,2021,3,17,2,Wednesday,March,1
2021-03-18,2021,3,18,3,Thursday,March,1
2021-03-19,2021,3,19,4,Friday,March,1
2021-03-20,2021,3,20,5,Saturday,March,1
2021-03-21,2021,3,21,6,Sunday,March,1
2021-03-22,2021,3,22,0,Monday,March,1
2021-03-23,2021,3,23,1,Tuesday,March,1
2021-03-24,2021,3,24,2,Wednesday,March,1
2021-03-25,2021,3,25,3,Thursday,March,1
2021-03-26,2021,3,26,4,Friday,March,1
2021-03-27,2021,3,27,5,Saturday,March,1
2021-03-28,2021,3,28,6,Sunday,March,1
2021-03-29,2021,3,29,0,Monday,March,1
2021-03-30,2021,3,30,1,Tuesday,March,1
2021-03-31,2021,3,31,2,Wednesday,March,1
2021-04-01,2021,4,1,3,Thursday,April,2
2021-04-02,2021,4,2,4,Friday,April,2
2021-04-03,2021,4,3,5,Saturday,April,2
2021-04-04,2021,4,4,6,Sunday,April,2
2021-04-05,2021,4,5,0,Monday,April,2
2021-04-06,2021,4,6,1,Tuesday,April,2
2021-04-07,2021,4,7,2,Wednesday,April,2
2021-04-08,2021,4,8,3,Thursday,April,2
2021-04-09,2021,4,9,4,Friday,April,2
2021-04-10,2021,4,10,5,Saturday,April,2
2021-04-11,2021,4,11,6,Sunday,April,2
2021-04-12,2021,4,12,0,Monday,April,2
2021-04-13,2021,4,13,1,Tuesday,April,2
2021-04-14,2021,4,14,2,Wednesday,April,2
2021-04-15,2021,4,15,3,Thursday,April,2
2021-04-16,2021,4,16,4,Friday,April,2
2021-04-17,2021,4,17,5,Saturday,April,2
2021-04-18,2021,4,18,6,Sunday,April,2
2021-04-19,2021,4,19,0,Monday,April,2
2021-04-20,2021,4,20,1,Tuesday,April,2
2021-04-21,2021,4,21,2,Wednesday,April,2
2021-04-22,2021,4,22,3,Thursday,April,2
2021-04-23,2021,4,23,4,Friday,April,2
2021-04-24,2021,4,24,5,Saturday,April,2
2021-04-25,2021,4,25,6,Sunday,April,2
2021-04-26,2021,4,26,0,Monday,April,2
2021-04-27,2021,4,27,1,Tuesday,April,2
2021-04-28,2021,4,28,2,Wednesday,April,2
2021-04-29,2021,4,29,3,Thursday,April,2
2021-04-30,2021,4,30,4,Friday,April,2
2021-05-01,2021,5,1,5,Saturday,May,2
2021-05-02,2021,5,2,6,Sunday,May,2
2021-05-03,2021,5,3,0,Monday,May,2
2021-05-04,2021,5,4,1,Tuesday,May,2
2021-05-05,2021,5,5,2,Wednesday,May,2
2021-05-06,2021,5,6,3,Thursday,May,2
2021-05-07,2021,5,7,4,Friday,May,2
2021-05-08,2021,5,8,5,Saturday,May,2
2021-05-09,2021,5,9,6,Sunday,May,2
2021-05-10,2021,5,10,0,Monday,May,2
2021-05-11,2021,5,11,1,Tuesday,May,2
2021-05-12,2021,5,12,2,Wednesday,May,2
2021-05-13,2021,5,13,3,Thursday,May,2
2021-05-14,2021,5,14,4,Friday,May,2
2021-05-15,2021,5,15,5,Saturday,May,2
2021-05-16,2021,5,16,6,Sunday,May,2
2021-05-17,2021,5,17,0,Monday,May,2
2021-05-18,2021,5,18,1,Tuesday,May,2
2021-05-19,2021,5,19,2,Wednesday,May,2
2021-05-20,2021,5,20,3,Thursday,May,2
2021-05-21,2021,5,21,4,Friday,May,2
2021-05-22,2021,5,22,5,Saturday,May,2
2021-05-23,2021,5,23,6,Sunday,May,2
2021-05-24,2021,5,24,0,Monday,May,2
2021-05-25,2021,5,25,1,Tuesday,May,2
2021-05-26,2021,5,26,2,Wednesday,May,2
2021-05-27,2021,5,27,3,Thursday,May,2
2021-05-28,2021,5,28,4,Friday,May,2
2021-05-29,2021,5,29,5,Saturday,May,2
2021-05-30,2021,5,30,6,Sunday,May,2
2021-05-31,2021,5,31,0,Monday,May,2
2021-06-01,2021,6,1,1,Tuesday,June,2
2021-06-02,2021,6,2,2,Wednesday,June,2
2021-06-03,2021,6,3,3,Thursday,June,2
2021-06-04,2021,6,4,4,Friday,June,2
2021-06-05,2021,6,5,5,Saturday,June,2
2021-06-06,2021,6,6,6,Sunday,June,2
2021-06-07,2021,6,7,0,Monday,June,2
2021-06-08,2021,6,8,1,Tuesday,June,2
2021-06-09,2021,6,9,2,Wednesday,June,2
2021-06-10,2021,6,10,3,Thursday,June,2
2021-06-11,2021,6,11,4,Friday,June,2
2021-06-12,2021,6,12,5,Saturday,June,2
2021-06-13,2021,6,13,6,Sunday,June,2
2021-06-14,2021,6,14,0,Monday,June,2
2021-06-15,2021,6,15,1,Tuesday,June,2
2021-06-16,2021,6,16,2,Wednesday,June,2
2021-06-17,2021,6,17,3,Thursday,June,2
2021-06-18,2021,6,18,4,Friday,June,2
2021-06-19,2021,6,19,5,Saturday,June,2
2021-06-20,2021,6,20,6,Sunday,June,2
2021-06-21,2021,6,21,0,Monday,June,2
2021-06-22,2021,6,22,1,Tuesday,June,2
2021-06-23,2021,6,23,2,Wednesday,June,2
2021-06-24,2021,6,24,3,Thursday,June,2
2021-06-25,2021,6,25,4,Friday,June,2
2021-06-26,2021,6,26,5,Saturday,June,2
2021-06-27,2021,6,27,6,Sunday,June,2
2021-06-28,2021,6,28,0,Monday,June,2
2021-06-29,2021,6,29,1,Tuesday,June,2
2021-06-30,2021,6,30,2,Wednesday,June,2
2021-07-01,2021,7,1,3,Thursday,July,3
2021-07-02,2021,7,2,4,Friday,July,3
2021-07-03,2021,7,3,5,Saturday,July,3
2021-07-04,2021,7,4,6,Sunday,July,3
2021-07-05,2021,7,5,0,Monday,July,3
2021-07-06,2021,7,6,1,Tuesday,July,3
2021-07-07,2021,7,7,2,Wednesday,July,3
2021-07-08,2021,7,8,3,Thursday,July,3
2021-07-09,2021,7,9,4,Friday,July,3
2021-07-10,2021,7,10,5,Saturday,July,3
